id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q20199803,Aaja Chemnitz Driefer,Inuit Ataqatigiit,2026-03-01T15:24:22.405996+00:00,aajacl,2025-04-04T11:52:09+00:00,,,,
Q64415132,Aki-Matilda Høegh-Dam,Naleraq,2026-03-01T15:24:22.405996+00:00,AkiMati_Siumut,2020-02-01T18:41:47+00:00,,,,
Q12300936,Alex Ahrendtsen,Dansk Folkeparti,,,,,,,
Q21208022,Alex Vanopslagh,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,AlexVanopslagh,2026-03-01T13:01:10+00:00,,,,
Q115020080,Alexander Ryle,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,alexanderryle,2026-02-28T15:10:06+00:00,alexanderryle.bsky.social,2025-06-11T13:21:42.150Z,,
Q64439937,Anders Kronborg,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,AndersKronborg,2026-02-05T22:11:49+00:00,,,,
Q12301637,Ane Halsboe-Jørgensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,AneHalsboe,2025-10-26T23:45:43+00:00,,,,
Q114967087,Anna Falkenberg,Sambandsflokkurin,2026-03-01T15:24:22.405996+00:00,annafalkenberg,2026-01-14T11:31:03+00:00,,,,
Q23894956,Anne Paulin,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,paulin_anne,2025-03-20T10:59:39+00:00,annepaulin.bsky.social,2025-01-12T18:19:29.955Z,,
Q64441438,Anne Valentina Berthelsen,SF,2026-03-01T15:24:22.405996+00:00,AnneValentina,,annevalentina.bsky.social,2025-03-26T16:03:13.004Z,,
Q12301898,Anni Matthiesen,Venstre,2026-03-01T15:24:22.405996+00:00,AnniMatthiesen,2026-02-26T19:46:54+00:00,,,,
Q64441411,Astrid Carøe,SF,2026-03-01T15:24:22.405996+00:00,AstridCaroee,2024-05-03T06:57:27+00:00,,,,
Q463680,Astrid Krag,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Astridkrag,2025-02-19T13:19:44+00:00,,,,
Q12303134,Benny Engelbrecht,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,BennyEngelbrech,2026-02-24T17:46:13+00:00,bennyengelbrecht.bsky.social,2025-06-30T12:11:34.139Z,BennyEngelbrecht@mastodon.nu,2023-05-01T15:07:25.255Z
